Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2019-07-08,27.37,29.35,23.93,35.11,31.5,16.37,50.54,29.77,7.95,25.15,,26.85,17.75,25.83
2019-07-09,27.49,25.43,25.99,25.75,11.11,16.83,54.37,19.4,7.76,36.79,,25.67,22.66,27.47
2019-07-10,33.43,30.18,27.07,28.65,14.5,16.24,55.5,23.4,9.17,23.79,,30.17,23.55,32.1
2019-07-11,30.35,31.66,24.91,29.84,15.33,16.63,52.73,27.49,9.32,23.29,,29.47,33.61,26.88
2019-07-12,34.38,32.12,29.0,28.38,20.69,16.69,35.66,23.85,11.47,21.32,22.38,30.56,23.15,25.94
2019-07-13,33.11,32.55,26.49,30.81,22.49,17.36,37.84,27.07,10.65,28.65,6.09,33.44,22.26,36.77
2019-07-14,49.25,31.64,30.21,32.77,17.6,16.68,26.32,32.3,4.38,26.3,8.69,32.96,24.72,31.62
2019-07-15,38.2,32.19,36.35,27.23,31.84,18.62,26.21,36.03,19.04,22.48,12.35,27.63,26.31,32.13
2019-07-16,32.57,25.04,27.46,30.05,24.56,18.08,33.6,54.19,13.19,16.87,13.48,28.01,28.26,27.69
2019-07-17,37.07,25.39,16.08,31.48,24.45,22.08,40.94,26.52,14.7,19.29,44.62,27.16,25.37,31.87
2019-07-18,45.92,23.45,29.49,30.75,28.11,25.61,55.89,22.27,25.08,18.33,45.29,25.25,26.2,35.8
2019-07-19,58.38,22.89,26.57,49.9,23.27,30.58,54.92,26.61,12.78,20.27,15.35,32.9,24.33,33.08
2019-07-20,52.03,25.53,39.38,29.1,36.02,30.44,35.35,26.71,20.48,18.76,4.59,36.67,28.29,37.65
2019-07-21,76.38,25.98,32.68,32.04,28.19,25.58,42.55,33.8,24.05,22.13,5.41,47.16,29.51,34.63
2019-07-22,113.3,27.44,25.69,34.79,36.33,21.49,46.39,47.05,18.31,16.24,7.2,47.36,29.77,29.49
2019-07-23,70.3,24.3,25.26,40.16,31.33,22.08,48.39,62.77,9.97,22.14,4.47,51.68,34.61,22.09
2019-07-24,57.81,25.88,32.18,33.1,33.65,21.22,49.1,62.49,12.02,27.31,106.24,37.06,31.47,24.9
2019-07-25,29.11,23.94,28.09,22.78,33.36,18.8,55.26,24.59,16.25,21.49,83.77,35.23,25.1,27.89
2019-07-26,42.64,21.84,22.33,27.72,37.51,15.66,53.29,10.08,7.5,14.03,77.08,19.22,24.0,20.01
2019-07-27,52.09,24.81,29.16,29.54,31.56,19.4,55.79,20.75,4.78,16.11,62.89,15.36,25.25,22.33
2019-07-28,47.92,25.68,55.18,30.62,20.97,19.12,50.14,32.22,3.57,7.2,65.28,23.09,23.69,22.05
2019-07-29,64.25,25.3,44.99,29.78,19.34,18.19,46.57,27.14,4.97,9.09,67.67,27.28,21.95,19.61
2019-07-30,43.27,23.02,38.45,27.42,28.68,17.98,53.02,28.63,8.75,13.14,16.15,28.54,20.01,22.5
2019-07-31,34.57,23.67,66.13,31.25,32.6,16.46,60.18,34.68,7.18,14.03,3.47,30.62,20.06,24.46
2019-08-01,24.93,23.76,62.67,32.51,22.55,14.78,72.16,34.48,6.41,11.71,3.84,32.68,22.94,20.11
2019-08-02,28.08,21.7,58.91,29.29,34.08,13.76,79.81,27.73,3.58,18.66,4.96,22.16,22.3,18.07
2019-08-03,30.53,25.31,62.68,27.74,31.81,14.61,69.47,23.44,2.98,16.52,5.46,21.71,19.2,20.23
2019-08-04,40.88,23.02,67.28,27.25,43.73,17.5,55.96,25.24,6.39,13.28,6.13,20.28,18.84,23.92
2019-08-05,43.28,17.14,42.93,28.66,37.16,17.12,52.84,26.75,6.44,10.51,11.98,23.75,21.47,26.62
2019-08-06,41.18,18.42,52.98,22.91,24.45,13.9,57.34,16.37,3.96,16.48,3.44,24.22,20.78,21.06
2019-08-07,26.52,14.32,40.1,29.87,25.04,12.08,70.01,22.32,2.49,17.22,3.16,18.91,22.28,21.64
2019-08-08,37.96,14.25,44.3,30.92,25.33,14.47,45.29,22.44,6.81,14.03,2.94,22.95,24.38,22.68
2019-08-09,45.15,17.32,37.47,26.17,27.54,18.47,55.99,31.92,15.62,12.0,3.51,31.19,23.87,22.62
2019-08-10,37.92,18.47,48.65,25.43,24.37,19.37,53.86,30.76,10.84,13.87,5.13,24.24,31.41,27.18
2019-08-11,34.34,17.76,56.49,26.21,19.8,18.34,52.47,29.17,12.65,14.89,6.84,23.46,30.75,31.28
2019-08-12,33.06,17.11,56.7,21.46,23.17,16.93,61.11,27.38,11.31,12.27,5.28,20.5,31.66,25.4
2019-08-13,47.71,18.88,53.95,20.73,24.96,13.8,47.51,26.48,9.43,14.61,8.38,20.06,30.56,30.425
2019-08-14,41.86,22.74,60.52,31.43,24.87,16.9,46.23,33.82,15.09,10.8,4.91,16.91,31.87,35.45
2019-08-15,31.08,22.46,41.27,23.58,33.65,15.36,47.99,29.88,10.91,10.12,4.52,27.44,33.88,33.97
2019-08-16,34.06,16.92,37.5,23.59,20.28,14.63,54.32,28.9,21.1,10.14,5.35,22.86,28.9,36.06
2019-08-17,42.78,16.32,31.21,16.51,20.82,17.03,55.98,22.75,13.95,14.29,26.93,16.74,24.18,28.25
2019-08-18,45.93,14.77,37.43,18.03,20.15,14.02,58.74,25.48,19.0,16.87,8.8,17.44,26.49,
2019-08-19,55.36,17.67,31.17,28.06,21.69,15.29,58.24,27.8,15.85,18.05,5.9,23.13,27.55,
2019-08-20,61.08,15.63,22.56,28.41,19.55,13.77,51.6,29.39,11.92,24.63,8.1,29.8,21.62,
2019-08-21,69.33,17.45,24.79,31.18,19.34,15.79,57.35,31.7,15.12,25.9,8.36,28.48,19.92,
2019-08-22,68.52,16.68,26.59,25.95,21.46,18.38,83.8,23.62,21.25,22.01,12.6,25.45,22.72,
2019-08-23,57.64,18.5,18.42,28.57,28.83,18.8,43.71,15.35,12.48,28.31,6.79,28.57,26.12,
2019-08-24,76.75,18.52,31.27,28.17,36.69,19.58,45.82,36.34,10.44,24.41,15.89,29.54,30.67,
2019-08-25,69.77,20.37,21.93,24.22,43.38,20.59,50.92,28.31,4.44,20.115,29.03,33.78,31.24,
2019-08-26,29.03,22.91,35.29,24.07,32.03,19.4,49.24,27.54,22.53,15.82,5.64,26.62,26.6,
2019-08-27,24.36,23.6,38.69,36.98,29.05,22.29,44.39,33.53,22.84,18.33,6.07,26.84,30.35,32.56
2019-08-28,51.74,22.94,51.83,34.34,31.39,23.02,49.99,33.95,19.52,19.26,7.63,32.48,27.47,36.47
2019-08-29,28.61,22.19,34.57,30.97,29.97,17.91,67.37,32.09,,20.87,6.39,29.76,26.61,29.78
2019-08-30,32.49,22.84,59.16,39.25,26.45,17.16,85.47,27.47,,18.45,5.96,30.07,26.98,23.09
2019-08-31,37.33,21.78,39.33,33.71,25.16,13.47,97.86,36.29,,19.43,5.44,32.86,19.78,
2019-09-01,47.56,21.03,40.6,31.24,26.21,14.1,142.3,29.59,,17.12,8.17,26.63,18.16,
2019-09-02,44.0,21.01,55.87,39.18,24.49,14.05,82.8,35.53,,15.45,7.71,30.47,16.1,
2019-09-03,42.54,20.36,49.45,32.5,23.47,12.22,102.6,37.42,,29.75,4.56,30.72,15.35,
2019-09-04,77.97,19.94,50.73,36.13,24.92,13.7,91.09,34.66,,34.02,4.25,25.37,16.2,
2019-09-05,73.91,18.43,42.75,28.87,30.05,16.22,52.72,27.08,7.67,21.35,8.16,27.44,12.12,
2019-09-06,84.1,17.88,41.25,27.22,29.74,14.98,64.06,25.25,19.76,13.45,40.37,23.04,13.47,
2019-09-07,53.43,16.27,44.92,24.58,25.21,14.41,67.47,22.34,14.59,13.84,5.26,21.93,15.58,
2019-09-08,57.52,17.38,20.04,32.4,25.75,17.15,80.95,36.4,21.65,14.57,5.93,25.31,17.62,
2019-09-09,71.99,18.74,36.98,30.84,26.43,14.98,116.51,29.69,27.72,17.04,5.45,33.16,15.78,
2019-09-10,39.15,22.64,68.76,40.53,35.66,16.46,,47.73,17.76,14.2,5.25,37.87,24.46,
2019-09-11,33.47,23.25,61.37,48.95,34.3,15.16,,39.01,17.79,15.6,45.7,30.86,20.23,
2019-09-12,22.98,24.32,55.72,32.08,31.22,14.9,,32.4,20.83,19.2,87.88,36.19,22.44,
2019-09-13,9.64,25.03,59.95,27.33,22.44,15.49,,24.44,17.62,29.03,5.76,38.34,23.88,
2019-09-14,13.0,27.33,56.94,28.64,30.95,16.87,,29.66,28.48,19.24,4.83,30.67,20.82,
2019-09-15,20.67,27.56,58.37,28.58,29.4,20.97,,29.3,32.83,22.4,7.92,19.33,19.0,
2019-09-16,26.28,25.41,53.64,35.4,24.53,17.92,,32.0,38.86,24.2,12.52,27.36,23.53,
2019-09-17,32.92,23.88,54.32,41.22,26.48,17.67,,38.11,39.25,28.21,22.41,24.31,19.0,
2019-09-18,34.64,26.44,57.81,37.19,32.39,25.02,,34.61,18.83,26.59,4.36,28.16,19.97,
2019-09-19,31.11,31.73,49.51,27.34,24.93,16.82,,24.05,36.58,23.48,3.68,39.37,19.32,
2019-09-20,42.49,30.27,57.05,29.76,19.91,16.03,,16.88,35.98,24.46,4.77,32.61,20.32,
2019-09-21,48.66,31.65,53.35,28.51,20.55,16.68,,19.62,18.88,21.75,5.82,34.98,23.26,
2019-09-22,51.35,31.13,59.37,21.15,23.77,19.56,,15.38,19.18,36.57,9.82,38.27,20.47,
2019-09-23,43.41,34.28,58.54,30.49,23.93,16.62,,22.41,21.31,32.18,5.91,35.83,20.1,
2019-09-24,60.11,43.22,45.56,28.92,22.55,18.13,,18.54,16.54,27.3,3.29,36.7,20.74,
2019-09-25,60.38,34.55,28.38,28.53,25.16,17.82,,21.18,15.0,25.56,3.03,36.92,25.34,
2019-09-26,48.71,30.31,48.1,24.16,26.03,16.42,,14.4,14.53,13.97,3.13,25.91,26.03,
2019-09-27,40.22,33.78,44.14,23.54,22.06,14.37,,13.83,13.48,11.17,7.06,24.83,30.49,
2019-09-28,34.33,42.02,37.83,22.22,23.48,17.95,,13.44,14.7,11.7,3.61,24.43,36.42,
2019-09-29,33.31,41.53,39.05,22.84,23.23,15.67,,20.21,12.48,14.39,3.35,25.01,32.53,
2019-09-30,42.88,34.56,41.73,26.67,19.91,13.19,,17.29,13.14,11.52,8.25,30.88,29.58,
2019-10-01,72.52,38.57,64.23,26.15,19.96,17.28,,19.0,15.39,15.92,23.66333333333333,29.12,25.66,
2019-10-02,41.28,40.57,67.72,34.94,23.17,19.45,,35.98,15.7,18.07,39.07666666666667,34.1,36.25,
2019-10-03,43.21,50.22,57.6,44.29,22.97,18.98,,33.35,11.51,21.01,54.49,31.95,36.78,
2019-10-04,48.48,49.07,57.91,32.54,21.49,20.09,,39.72,14.24,15.08,18.56,45.97,32.22,
2019-10-05,41.05,31.39,58.15,32.66,31.16,20.03,,42.46,24.1,27.04,58.6,41.91,33.96,
2019-10-06,68.56,37.5,55.94,40.18,31.45,20.61,,49.04,22.9,39.06,19.73,42.05,36.08,
2019-10-07,68.81,34.78,63.42,36.23,29.82,24.25,,50.44,22.39,36.75,130.43,31.55,28.73,37.42
2019-10-08,70.66,46.65,63.92,38.81,35.11,23.99,,55.95,23.63,35.6,64.11,33.02,37.35,31.69
2019-10-09,67.73,40.67,52.84,51.37,31.29,23.27,,36.55,33.12,32.11,59.623333333333335,43.2,29.73,31.23
2019-10-10,62.92,34.15,46.63,53.51,30.3,19.34,,50.07,20.76,42.89,55.13666666666667,36.15,40.39,24.81
2019-10-11,67.9,34.94,47.37,47.07,28.13,25.15,41.63,54.08,14.83,,50.65,49.24,29.86,17.41
2019-10-12,54.14,29.02,48.3,44.45,32.11,24.66,45.64,57.26,21.4,,41.85,48.34,13.35,29.37
2019-10-13,27.16,22.31,52.17,44.55,43.56,24.03,28.21,47.24,24.13,,38.53,49.59,15.9,26.75
2019-10-14,69.56,20.5,48.79,43.59,35.88,21.06,29.83,45.54,43.62,,45.78,51.24,14.38,30.06
2019-10-15,59.05,23.94,42.02,53.79,35.32,23.86,36.0,47.62,66.99,,22.47,48.5,15.67,47.76
2019-10-16,77.07,25.81,31.95,55.69,33.1,25.33,31.98,50.6,52.67,,20.84,52.1,21.96,51.95
2019-10-17,59.32,20.66,29.34,49.68,36.99,17.79,39.02,52.32,26.63,,33.9,63.12,20.8,28.81
2019-10-18,73.44,24.17,30.63,42.7,27.79,18.67,41.52,48.88,28.19,18.75,21.78,56.63,18.36,27.95
2019-10-19,93.28,20.61,29.19,43.23,26.61,21.13,70.63,55.13,19.51,20.6,128.86,43.18,25.87,29.61
2019-10-20,76.58,26.13,32.64,33.47,23.94,18.41,57.61,40.47,26.21,24.61,75.22,51.21,28.29,34.36
2019-10-21,114.49,22.97,27.49,36.8,29.96,20.2,64.78,42.63,27.52,27.11,47.6,40.89,25.61,29.54
2019-10-22,133.14,22.81,28.67,39.48,28.34,14.93,86.75,38.25,21.41,22.51,49.86,38.57,30.12,25.66
2019-10-23,91.42,17.5,36.29,44.15,26.49,14.48,68.19,37.95,17.4,16.81,43.48,30.96,26.67,23.48
2019-10-24,116.38,21.49,33.34,57.94,26.03,12.59,64.03,47.8,24.01,22.45,52.47,53.36,26.54,28.73
2019-10-25,90.23,19.33,32.03,52.25,32.01,13.74,60.76,57.02,19.29,19.52,33.36,58.26,25.26,25.04
2019-10-26,162.43,19.0,30.06,50.59,26.0,15.61,59.31,44.97,31.21,19.54,17.29,50.67,23.88,24.82
2019-10-27,103.24,20.17,32.75,47.27,26.24,17.96,60.14,50.71,22.5,19.78,18.68,42.25,27.95,22.53
2019-10-28,55.96,18.21,27.69,42.79,28.37,20.95,67.57,46.49,28.22,17.9,21.78,41.49,26.25,30.26
2019-10-29,51.34,20.89,33.76,33.2,26.64,19.55,63.16,27.04,42.64,18.13,43.44,42.53,27.21,29.36
2019-10-30,50.0,27.66,28.51,34.86,24.85,19.73,61.18,32.35,43.45,21.7,93.49,45.68,31.97,28.76
2019-10-31,51.69,35.18,30.92,38.29,24.81,20.34,71.28,35.38,37.39,16.02,51.53,49.6,39.53,25.6
2019-11-01,46.54,41.88,29.3,49.77,37.76,19.96,63.67,41.66,33.46,15.38,26.34,48.71,27.43,31.2
2019-11-02,39.52,30.92,30.83,35.0,49.12,20.79,52.53,20.41,41.03,11.35,25.54,60.74,30.05,31.08
2019-11-03,36.66,34.6,36.51,33.91,55.48,23.74,72.26,13.47,55.81,14.51,26.13,45.06,34.48,45.78
2019-11-04,62.53,38.89,44.21,36.82,47.57,27.88,86.33,21.81,42.93,12.72,44.71,40.66,36.96,41.87
2019-11-05,59.57,34.78,46.2,39.23,41.37,28.26,68.85,27.86,47.37,16.23,35.58,38.39,37.51,42.11
2019-11-06,79.31,55.74,45.94,29.77,24.88,27.88,91.81,32.48,60.65,18.85,46.57,49.84,41.04,42.72
2019-11-07,46.86,54.15,47.64,23.72,29.59,31.05,78.19,19.44,63.15,15.72,96.66,54.77,40.88,47.62
2019-11-08,27.22,42.01,55.69,32.33,32.97,28.77,51.07,26.65,37.14,16.33,94.89,63.63,32.8,52.53
2019-11-09,38.58,41.92,53.69,30.42,31.36,32.63,43.33,23.92,33.06,12.92,70.21,62.47,35.34,58.79
2019-11-10,51.38,41.1,53.81,38.5,26.51,38.45,53.98,30.41,42.15,22.42,56.02,68.85,32.36,44.89
2019-11-11,49.3,57.13,43.01,42.35,39.84,27.21,86.13,32.4,39.97,27.87,50.6,66.41,38.87,39.44
2019-11-12,34.64,46.59,31.9,48.8,47.48,32.11,90.88,35.2,51.42,19.71,71.96,70.64,34.03,34.42
2019-11-13,32.59,43.84,41.66,39.52,42.41,34.16,77.64,32.69,70.23,15.22,54.55,64.0,35.31,50.03
2019-11-14,27.68,38.82,43.38,26.54,54.08,34.65,73.26,24.67,78.85,10.01,59.11,68.85,28.46,59.48
2019-11-15,16.36,18.93,38.96,37.71,47.44,30.76,77.31,50.9,74.13,9.71,60.81,47.29,34.36,60.81
2019-11-16,16.41,21.06,38.12,31.94,44.06,30.5,77.82,38.4,79.93,11.08,62.66,51.04,24.68,47.96
2019-11-17,16.08,36.16,51.76,27.01,41.61,34.73,111.09,35.4,69.31,16.02,56.37,50.32,27.76,37.65
2019-11-18,15.8,30.81,29.15,30.33,42.89,41.27,76.54,42.12,66.6,20.02,66.81,43.58,31.24,37.44
2019-11-19,15.84,25.97,28.85,31.56,39.72,44.86,77.39,33.71,86.67,12.65,59.43,38.21,25.21,49.95
2019-11-20,16.99,23.22,22.78,38.99,51.19,35.3,63.54,44.37,92.94,13.14,54.08,48.96,28.4,60.68
2019-11-21,15.43,29.31,27.28,48.43,48.28,30.22,56.33,47.46,87.78,10.24,49.86,66.03,24.04,65.38
2019-11-22,16.02,32.59,27.26,41.54,42.84,29.72,34.16,44.57,84.27,7.19,56.69,60.61,27.77,55.76
2019-11-23,14.99,36.87,23.1,25.58,38.32,26.43,59.98,34.2,79.97,13.37,54.03,45.18,17.12,48.1
2019-11-24,16.21,47.58,33.32,29.6,43.71,30.62,41.43,47.76,43.62,16.72,56.39,46.3,32.53,51.68
2019-11-25,15.31,37.89,31.05,31.86,47.0,32.54,13.49,35.98,87.59,16.08,65.72,60.28,29.64,61.97
2019-11-26,30.45,43.3,33.72,39.21,49.53,32.79,21.67,30.19,91.45,13.5,45.06,61.13,33.3,62.87
2019-11-27,46.08,34.88,39.18,30.2,50.64,28.08,18.66,31.37,84.34,11.14,58.68,66.26,32.06,55.76
2019-11-28,40.11,30.99,32.91,28.72,49.72,27.41,16.12,35.71,63.97,11.47,45.12,62.43,29.61,51.67
2019-11-29,44.3,24.82,27.3,24.66,35.63,28.58,31.69,27.64,71.8,15.19,58.13,35.12,27.88,43.35
2019-11-30,41.06,19.8,31.58,23.38,30.34,24.91,17.68,26.31,77.18,19.66,47.32,51.42,22.96,44.15
2019-12-01,42.68,18.54,33.27,32.28,45.73,23.4,17.9,34.45,78.8,24.19,53.43,56.94,24.27,43.92
2019-12-02,48.16,22.64,23.57,32.54,49.6,22.17,27.51,34.14,88.44,26.53,47.08,55.6,27.85,42.3
2019-12-03,57.81,28.88,26.08,32.57,56.45,20.1,34.16,38.16,84.58,22.89,27.11,44.5,21.71,43.47
2019-12-04,51.79,44.53,34.43,33.48,46.86,30.71,22.43,38.59,82.55,23.74,61.97,41.07,26.59,56.45
2019-12-05,42.3,42.62,33.57,42.41,41.39,27.09,22.44,44.68,91.88,21.56,27.42,72.92,32.49,55.26
2019-12-06,47.75,40.61,33.97,32.34,28.97,30.81,15.8,36.28,83.84,17.87,43.36,61.14,58.08,63.55
2019-12-07,53.07,30.49,20.01,33.69,26.27,33.25,13.23,34.34,66.87,17.24,21.29,52.82,39.31,60.61
2019-12-08,53.65,28.46,20.11,32.51,22.69,27.28,20.05,34.74,46.24,20.02,28.96,54.34,40.55,42.28
2019-12-09,54.56,29.65,19.98,29.47,24.75,24.99,20.21,33.01,42.0,19.0,65.31,64.27,43.46,37.78
2019-12-10,35.3,33.44,20.15,38.14,15.74,24.18,19.69,35.58,40.3,19.17,30.85,46.63,45.3,34.82
2019-12-11,32.36,31.81,24.04,41.46,18.73,26.62,18.71,39.18,36.34,17.99,74.7,51.47,40.34,36.02
2019-12-12,24.18,37.02,24.0,44.13,16.58,23.84,23.65,40.94,34.18,13.14,75.4,79.11,42.26,36.73
2019-12-13,23.94,35.09,22.78,29.14,19.93,26.76,20.57,22.46,47.92,16.97,58.09,37.08,41.61,39.73
2019-12-14,24.07,28.77,22.61,22.94,20.46,26.37,25.28,21.17,65.75,16.45,42.72,41.45,32.31,41.66
2019-12-15,27.73,34.2,26.83,22.96,17.99,27.3,14.8,25.94,54.39,22.0,48.0,42.13,31.46,41.13
2019-12-16,30.45,30.69,26.19,22.1,18.38,25.47,14.24,25.34,66.3,24.54,46.41,40.94,40.86,43.5
2019-12-17,29.22,30.3,35.26,24.27,18.36,24.37,42.24,27.62,74.21,23.2,50.44,30.83,43.04,47.84
2019-12-18,24.83,32.35,29.67,32.08,17.47,24.3,16.82,31.24,78.9,24.27,57.9,33.53,47.89,53.85
2019-12-19,18.76,26.97,33.87,28.22,13.58,25.57,10.94,28.39,77.99,19.51,53.33,36.13,38.84,49.59
2019-12-20,15.46,28.4,36.82,29.05,12.75,25.49,15.06,31.68,85.54,20.05,62.79,34.8,29.93,43.53
2019-12-21,12.43,37.53,33.86,23.62,17.22,31.18,18.34,23.62,71.85,26.89,69.87,35.94,39.35,50.47
2019-12-22,8.94,45.17,38.89,21.48,13.55,28.57,16.59,23.49,88.12,23.21,64.02,38.69,46.2,56.41
2019-12-23,6.35,43.35,32.21,23.8,12.52,30.37,30.81,26.71,89.28,23.26,45.6,35.59,42.96,57.63
2019-12-24,4.87,37.89,28.38,28.17,11.28,32.49,33.28,29.28,71.56,32.52,33.35,47.06,38.6,56.77
2019-12-25,5.4,32.38,33.18,21.13,11.47,34.33,14.76,21.96,75.76,48.65,41.89,32.49,46.83,54.0
2019-12-26,10.61,43.66,27.5,25.73,16.71,29.67,17.65,23.43,52.37,46.13,49.12,28.11,47.93,32.95
2019-12-27,19.03,39.42,24.11,27.55,34.48,26.83,16.89,29.85,34.62,53.99,48.02,29.57,29.09,29.21
2019-12-28,19.15,37.81,28.28,27.92,25.59,31.39,11.68,26.6,42.2,66.65,25.78,36.27,37.06,35.44
2019-12-29,23.66,43.5,33.22,35.11,29.92,32.58,13.67,31.52,70.48,66.7,28.61,29.6,44.11,59.61
2019-12-30,23.67,44.92,35.08,26.44,29.28,36.01,13.74,24.64,77.4,31.33,24.57,37.5,43.56,63.08
2019-12-31,23.67,45.78,36.95,28.07,26.22,30.96,15.66,28.33,70.91,24.9,21.39,30.58,40.43,64.8
2020-01-01,23.67,37.39,24.79,39.58,26.13,28.71,16.47,39.32,72.08,40.21,17.51,54.13,42.93,57.26
2020-01-02,23.67,33.11,21.31,36.5,23.98,22.23,16.96,30.0,59.28,7.82,16.07,54.38,37.71,55.17
2020-01-03,23.66,32.98,25.52,27.82,19.37,22.63,16.89,17.93,62.71,27.0,15.62,41.04,34.07,43.7
2020-01-04,23.65,37.35,28.4,29.94,20.27,27.61,9.87,20.99,44.0,36.13,14.45,36.18,46.14,23.59
2020-01-05,23.61,45.1,30.88,30.21,19.38,29.06,15.59,26.11,52.07,32.48,26.13,30.41,43.66,36.53
2020-01-06,23.64,25.22,25.0,21.99,19.15,26.58,21.47,14.87,64.14,38.56,24.12,32.81,36.49,48.53
2020-01-07,23.58,28.66,28.97,22.82,18.09,27.64,17.36,19.03,69.69,8.63,25.68,50.94,35.13,59.37
2020-01-08,23.59,47.48,29.73,17.63,22.01,26.31,18.56,9.61,72.49,22.11,73.05,34.35,35.46,53.9
2020-01-09,23.64,45.49,27.67,22.0,28.78,20.13,19.29,20.76,45.51,23.77,156.05,45.67,40.21,46.31
2020-01-10,23.58,39.61,28.3,27.25,29.36,30.67,12.28,28.33,55.96,39.56,125.94,50.83,33.62,36.26
2020-01-11,23.58,40.4,27.22,30.98,30.66,29.76,15.8,32.18,73.01,36.72,74.73,40.1,46.81,37.24
2020-01-12,23.56,37.47,32.45,32.47,30.04,29.52,17.59,28.24,83.49,17.71,82.18,46.56,50.65,47.01
2020-01-13,23.69,46.68,33.52,27.98,24.18,32.27,11.03,24.61,75.43,25.62,62.32,37.9,51.15,47.84
2020-01-14,23.62,47.83,35.37,21.62,34.9,41.27,9.91,18.3,44.07,20.19,59.64,44.74,58.43,56.49
2020-01-15,23.66,55.92,33.57,26.19,17.6,36.53,12.94,20.05,34.36,19.48166666666667,54.33,47.5,58.14,48.09
2020-01-16,23.6,59.83,33.34,18.63,30.7,33.42,11.89,10.41,71.86,18.773333333333337,52.86,48.08,54.89,47.51
2020-01-17,23.62,43.88,26.76,18.97,30.24,25.51,18.16,15.35,59.04,18.065000000000005,49.2,39.04,54.29,44.3
2020-01-18,23.57,24.91,29.02,19.93,16.38,25.43,10.38,20.46,45.73,17.356666666666673,66.2,39.97,46.57,35.43
2020-01-19,23.6,29.97,26.29,25.86,14.33,25.09,25.7,39.73,30.23,16.64833333333334,79.13,50.48,38.07,35.86
2020-01-20,23.6,35.59,26.38,24.64,20.22,25.95,21.07,31.63,45.75,15.94,68.7,46.14,29.1,33.25
2020-01-21,23.61,36.29,31.09,27.6,23.55,28.47,10.29,30.6,39.57,22.56,43.67,53.34,34.92,35.92
2020-01-22,23.6,32.1,34.26,24.63,21.36,27.79,13.53,26.71,38.25,39.9,52.15,54.89,37.51,41.22
2020-01-23,23.56,31.17,34.64,27.73,28.89,23.8,19.67,44.71,27.59,40.09,52.42,49.54,33.38,40.9
2020-01-24,23.58,29.94,32.88,30.53,29.38,21.9,16.42,57.14,40.41,43.35,47.12,43.67,36.8,43.29
2020-01-25,47.16,30.14,34.13,26.8,28.27,24.01,15.22,41.64,21.09,43.22,50.31,39.26,41.96,46.21
2020-01-26,36.76,36.55,33.78,32.7,23.44,26.27,15.56,28.19,16.86,38.27,57.7,38.55,52.55,36.83
2020-01-27,41.25,42.71,31.54,26.6,23.99,29.09,16.59,18.13,29.25,32.32,57.83,58.51,53.33,44.57
2020-01-28,30.29,47.28,33.41,23.29,34.09,36.31,16.34,17.76,18.65,23.37,52.56,45.97,53.45,36.88
2020-01-29,32.37,50.62,26.05,23.96,36.45,27.33,19.53,23.66,25.39,28.73,42.15,53.34,52.46,32.35
2020-01-30,30.37,37.97,21.78,24.23,29.62,32.23,8.52,23.65,24.76,31.21,57.42,44.68,53.25,36.9
2020-01-31,34.61,47.97,32.79,24.36,28.41,33.28,14.83,27.43,70.53,27.1,64.29,42.47,56.73,32.28
2020-02-01,45.39,43.71,28.75,29.22,24.82,23.6,16.57,25.48,57.32,23.636666666666667,52.84,48.61,51.58,31.33
2020-02-02,26.07,39.98,23.73,29.69,26.28,22.37,21.59,28.89,60.29,20.17333333333333,52.34,56.42,55.43,31.97
2020-02-03,43.72,32.47,20.76,33.94,23.89,19.82,19.04,28.47,66.17,16.71,51.9,54.92,47.23,30.12
2020-02-04,41.9,32.0,26.69,41.0,24.37,22.31,12.52,26.02,42.81,37.74,51.45,64.82,44.03,32.33
2020-02-05,36.15,34.73,30.7,32.03,26.77,20.87,16.94,39.12,35.61,33.11,45.98,65.6,41.08,36.58
2020-02-06,41.16,41.55,33.97,33.75,25.75,22.55,12.6,44.36,29.32,39.2,80.65,52.03,46.71,27.59
2020-02-07,53.97,41.16,27.6,34.75,35.96,28.54,11.2,43.74,21.92,41.35,51.55,62.78,40.6,36.72
2020-02-08,68.81,38.36,29.24,35.72,26.75,22.27,12.42,52.62,30.54,43.9,38.28,62.17,48.19,35.46
2020-02-09,70.25,34.35,31.94,36.29,26.62,17.12,13.82,50.82,32.41,42.74,41.18,51.55,51.13,35.62
2020-02-10,71.69,32.75,34.11,31.92,28.12,24.04,14.1,45.46,34.75,42.74,44.08,43.28,52.3,46.43
2020-02-11,42.4,34.75,28.62,37.22,27.96,30.41,16.81,41.76,46.43,35.77,34.08,61.41,46.07,53.62
2020-02-12,44.73,34.6,30.14,37.86,29.97,27.5,11.65,52.01,46.57,37.25,38.16,56.7,44.08,55.77
2020-02-13,51.73,34.92,23.31,36.8,24.55,28.73,19.95,59.5,32.44,35.09,43.49,49.06,43.74,46.13
2020-02-14,31.28,45.01,37.77,43.62,26.94,25.32,14.65,60.62,28.63,39.73,30.43,58.76,48.64,46.64
2020-02-15,53.88,46.99,31.92,42.21,23.03,27.56,17.62,41.7,23.43,43.24,37.98,47.75,50.41,53.69
2020-02-16,76.89,49.12,21.95,40.01,24.11,34.95,13.81,36.29,18.46,45.83,39.74,46.34,46.08,40.59
